data,R,sd,lo,hi,regione
2021-01-19,0.6189984066180163,0.017241766498247296,0.5809770810040297,0.6619110241092253,Veneto
2021-01-20,0.6019515178223165,0.017239447380250583,0.5638678240479955,0.6451118586906138,Veneto
2021-01-21,0.6115467064206666,0.01781113424031339,0.5707869828639949,0.656089471195952,Veneto
2021-01-22,0.6016067810096819,0.018084040571353634,0.5610866410808945,0.6462379400323259,Veneto
2021-01-23,0.6181412101114495,0.019473792961356463,0.5737552899366841,0.6652773065977945,Veneto
2021-01-24,0.8017824394779252,0.023651021072964074,0.747838228285701,0.8586298557228652,Veneto
2021-01-25,0.7876300059783662,0.023814821783611242,0.7295538541793416,0.8426611519770612,Veneto
2021-01-26,0.8017755938126924,0.02437308776427726,0.741669456334289,0.8568828828352798,Veneto
2021-01-27,0.8038849583952346,0.025151547831230577,0.7411921797272207,0.8614856095699278,Veneto
2021-01-28,0.7738076449009148,0.02499950728343208,0.7138623851856154,0.8310955240710715,Veneto
2021-01-29,0.7875148742207206,0.02527518609981327,0.7266086163952828,0.8470279309702191,Veneto
2021-01-30,0.7940706176920875,0.02632164244112434,0.7321476521064275,0.8598864351851627,Veneto
2021-01-31,0.6053734627020663,0.023644220013964552,0.5467689134196719,0.6642783326268192,Veneto
2021-02-01,0.6875834646775684,0.02535595641903548,0.6271411292846679,0.7500285790137923,Veneto
2021-02-02,0.6831795079100615,0.026512317612678332,0.6197183793463547,0.7493708640215502,Veneto
2021-02-03,0.7328850833403651,0.028298456593102834,0.6644669337483909,0.8021006253265996,Veneto
2021-02-04,0.7583227675341819,0.02933699836185123,0.6861975585791409,0.8301596493716674,Veneto
2021-02-05,0.7721051501114955,0.03128096028996087,0.6944600489729702,0.8457607105309355,Veneto
2021-02-06,0.8208728209668132,0.03288224759289545,0.7366240934619258,0.8925467773677297,Veneto
2021-02-07,0.8903839207264864,0.03568702503787828,0.803891920538794,0.9695848169139845,Veneto
2021-02-08,0.8845652796737599,0.03687139140951112,0.7967067252296849,0.9679343553876196,Veneto
2021-02-09,0.9248289186718086,0.03731385424315569,0.8345132201018028,1.0064300132014914,Veneto
2021-02-10,0.9178492321937781,0.037765691272521995,0.8277236841762882,0.9992444742664851,Veneto
2021-02-11,0.9333577780420627,0.039150629736987706,0.8403638396404078,1.0185366754523044,Veneto
2021-02-12,0.9009375725240093,0.03792187255249911,0.8111521412899644,0.9843606884914691,Veneto
2021-02-13,0.9026575798052495,0.03721698306411216,0.8156905404902322,0.9871223052153498,Veneto
2021-02-14,0.8458253512262862,0.03551753486126934,0.7601935981171091,0.9245278355414153,Veneto
